 ,Bilhete Único,BU Comum,Bilhete único vale transporte,11
 ,Bilhete Único,BU Comum,Problemas no cadastro,5525
 ,Bilhete Único,BU Idoso e PCD,Bilhete Único - Denúncia de uso irregular,79
 ,Canais de Atendimento,Central 156,Central 156 - Elogio,1060
 ,Canais de Atendimento,Central 156,Central 156 - Reclamação,2232
 ,Canais de Atendimento,Central 156,Central 156 - Sugestão,78
 ,Cidadania e assistência social,Cadastro Único (CadÚnico),Consulta ao número do meu NIS,2
 ,Cidadania e assistência social,"Criança, adolescente e jovem",Denunciar negligência e abandono de criança ou adolescente,5
 ,Cidadania e assistência social,"Criança, adolescente e jovem",Denunciar violência e discriminação contra jovens,1
 ,Cidadania e assistência social,"Criança, adolescente e jovem",Denunciar violência e maus tratos de criança ou adolescente,10
 ,Cidadania e assistência social,"Criança, adolescente e jovem",Denúncia de exploração sexual de crianças e adolescentes,3
 ,Cidadania e assistência social,"Criança, adolescente e jovem",Denúncia de trabalho infantil,6
 ,Cidadania e assistência social,Crimes contra a vida,Denunciar violação de direitos cometidos durante a ditadura,1
 ,Cidadania e assistência social,Imigrante,Denunciar dificuldade de acesso a direitos e serviços públicos,1
 ,Cidadania e assistência social,Imigrante,Denunciar trabalho escravo,1
 ,Cidadania e assistência social,Pessoa idosa,Denunciar abuso financeiro e econômico de pessoa idosa,56
 ,Cidadania e assistência social,Pessoa idosa,Denunciar omissão de cuidados e abandono de pessoa idosa,6
 ,Cidadania e assistência social,Pessoa idosa,Denunciar violência e maus tratos de pessoa idosa,169
 ,Cidadania e assistência social,Pessoa idosa,Denúncia de humilhação e discriminação,194
 ,Cidadania e assistência social,População ou pessoa em situação de rua,Denunciar irregularidade nos serviços para população em situação de rua,51
 ,Cidadania e assistência social,População ou pessoa em situação de rua,Denunciar violência e discriminação contra pessoa em situação de rua,6
 ,Cidadania e assistência social,População ou pessoa em situação de rua,Denúncia de discriminação contra pessoa em situação de rua,7
 ,Cidadania e assistência social,População ou pessoa em situação de rua,Serviço Especializado de Abordagem Social às Pessoas em Situação de Rua - SEAS,104505
 ,Cidadania e assistência social,Programa Ação Jovem,Programa Ação Jovem -  Denúncia de cadastramento/recebimento de benefício indevido,28
 ,Cidadania e assistência social,Programa Ação Jovem,Programa Ação Jovem - Reclamação de mau atendimento nos postos de atendimento,34
 ,Cidadania e assistência social,Programa Bolsa Família,Programa Bolsa Família -  Denúncia de cadastramento/recebimento de benefício indevido,217
 ,Cidadania e assistência social,Programa Bolsa Família,Programa Bolsa Família - Reclamação de mau atendimento nos postos de atendimento,414
 ,Cidadania e assistência social,Programa Renda Cidadã,Programa Renda Cidadã -  Denúncia de cadastramento/recebimento de benefício indevido,133
 ,Cidadania e assistência social,Programa Renda Cidadã,Programa Renda Cidadã - Reclamação de mau atendimento nos postos de atendimento,12
 ,Cidadania e assistência social,Programa Renda Mínima,Programa Renda Mínima -  Denúncia de cadastramento/recebimento de benefício indevido,350
 ,Cidadania e assistência social,Programa Renda Mínima,Programa Renda Mínima - Reclamação de mau atendimento nos postos de atendimento,47
 ,Cidadania e assistência social,Programa de Erradicação do Trabalho Infantil (PETI),Programa de Erradicação do Trabalho Infantil (PETI) -  Denúncia de cadastramento/recebimento de benefício indevido,3
 ,Cidadania e assistência social,Programa de Erradicação do Trabalho Infantil (PETI),Programa de Erradicação do Trabalho Infantil (PETI) - Reclamação de mau atendimento nos postos de atendimento,4
 ,Cidadania e assistência social,"Questões raciais, étnicas e religiosas",Denunciar racismo,10
 ,Comércio e serviços,"Estabelecimentos comerciais, indústrias e serviços",Fiscalização de comida de rua,1236
 ,Comércio e serviços,"Estabelecimentos comerciais, indústrias e serviços","Fiscalização de comércio, serviço e indústria   funcionamento e operação",34795
 ,Comércio e serviços,"Estabelecimentos comerciais, indústrias e serviços",Fiscalização de licença de funcionamento de indústrias,39
 ,Comércio e serviços,"Estabelecimentos comerciais, indústrias e serviços",Fiscalização de licença de funcionamento de posto de combustível,448
 ,"Cultura, esporte e lazer",Instalações esportivas,Instalação e manutenção de campo de futebol em área municipal,128
 ,"Cultura, esporte e lazer",WiFi Livre SP,WiFi Livre SP - Reclamação de problemas na conexão,3
 ,"Cultura, esporte e lazer",WiFi Livre SP,WiFi Livre SP - Sugestão de localidade para a instalação,1
 ,Documentos e licenças,Processos administrativos,Vistas de processos,37405
 ,Educação,Alimentação escolar,Alimentação escolar - Reclamar sobre alimentação nas unidades,72
 ,Educação,Alimentação escolar,Sugestão de cardápio,15
 ,Educação,CEUS,Denúncia de ausência de segurança no CEU,2
 ,Educação,Leve Leite,Leve Leite - Denúncia de venda ou desvio de leite,251
 ,Educação,Leve Leite,Leve Leite - Reclamação de não entrega do leite,1
 ,Educação,Leve Leite,Reclamação da qualidade do leite,151
 ,Educação,Má conduta de funcionários,Reclamação de mau atendimento na escola ou na secretaria,1
 ,Educação,Unidades escolares,Denunciar irregularidades em creches conveniadas,1
 ,Lixo e limpeza,Aterro sanitário,Denúncia de descarte irregular de lixo no aterro sanitário,47
 ,Lixo e limpeza,Coleta de lixo domiciliar,Denúncia de colocação de lixo domiciliar fora do horário de coleta,3576
 ,Lixo e limpeza,Coleta de lixo domiciliar,Denúncia de pessoa ateando fogo no lixo,890
 ,Lixo e limpeza,Coleta de lixo domiciliar,Instalação de contêiner para coleta de lixo domiciliar,1304
 ,Lixo e limpeza,Coleta de lixo domiciliar,Reclamações sobre coleta de lixo domiciliar,8100
 ,Lixo e limpeza,Coleta de lixo domiciliar,Remoção de contêiner para coleta de lixo domiciliar,625
 ,Lixo e limpeza,Coleta de resíduos de serviços de saúde,Denúncia de estabelecimento gerador de resíduos de saúde não cadastrado,53
 ,Lixo e limpeza,Coleta de resíduos de serviços de saúde,Manutenção de caminhão de lixo,6296
 ,Lixo e limpeza,Coleta de resíduos de serviços de saúde,Manutenção de contêiner de resíduos do serviço de saúde,56
 ,Lixo e limpeza,Coleta de resíduos de serviços de saúde,Reclamações sobre coleta de resíduos de serviços de saúde,446
 ,Lixo e limpeza,Coleta de resíduos de serviços de saúde,Selo de identificação de estabelecimento gerador de resíduos de saúde  1ª e 2ª via,99
 ,Lixo e limpeza,Coleta seletiva,Ausência de coleta do contêiner para coleta seletiva,192
 ,Lixo e limpeza,Coleta seletiva,Denúncia de colocação de lixo reciclável fora do horário de coleta,336
 ,Lixo e limpeza,Coleta seletiva,Implantação de coleta porta-porta,387
 ,Lixo e limpeza,Coleta seletiva,Instalação de contêiner para coleta seletiva,462
 ,Lixo e limpeza,Coleta seletiva,Manutenção do contêiner de coleta seletiva,44
 ,Lixo e limpeza,Coleta seletiva,Reclamações sobre coleta seletiva,3093
 ,Lixo e limpeza,Coleta seletiva,Remoção do contêiner de coleta seletiva,91
 ,Lixo e limpeza,Coleta seletiva,Roubo do contêiner de coleta seletiva,3
 ,Lixo e limpeza,Conduta de funcionários,Denúncia de má conduta dos funcionários (motoristas /coletores),3080
 ,Lixo e limpeza,Conduta de funcionários,Denúncia de má conduta dos funcionários de limpeza,632
 ,Lixo e limpeza,Ecoponto,Ecoponto - o que é?,75
 ,Lixo e limpeza,Ecoponto,Reclamações sobre ecoponto,498
 ,Lixo e limpeza,Entulho e caçambas de entulho,Denúncia de caçamba de entulho,3601
 ,Lixo e limpeza,Feira Livre,Fiscalização de feira livre,1191
 ,Lixo e limpeza,Feira Livre,Reclamação de falta de limpeza de ruas após a feira,1077
 ,Lixo e limpeza,Ferro velho,Denúncia de ferro velho irregular,142
 ,Lixo e limpeza,"Grande gerador de resíduos (serviço, comércio, indústria)",Denúncia de grande gerador de resíduos colocando lixo na coleta normal,1028
 ,Lixo e limpeza,Lixeiras Públicas,Conserto de lixeira,409
 ,Lixo e limpeza,Lixeiras Públicas,Instalação e remoção de lixeira,3239
 ,Lixo e limpeza,Lixeiras Públicas,Limpar lixeiras públicas,1606
 ,Lixo e limpeza,Lixão clandestino,Denúncia de lixão clandestino,2427
 ,Lixo e limpeza,"Ponto viciado, entulho e caçamba de entulho",Denúncia de caçamba de entulho de obra/construção,771
 ,Lixo e limpeza,"Ponto viciado, entulho e caçamba de entulho",Fiscalização de descarte irregular de entulho e outros resíduos em área pública,48956
 ,Lixo e limpeza,"Ponto viciado, entulho e caçamba de entulho",Remoção de entulho em via pública,3641
 ,Lixo e limpeza,Publicidade e poluição visual,Denúncia de panfletagem irregular,130
 ,Lixo e limpeza,Publicidade e poluição visual,Remoção de propaganda irregular,1750
 ,Lixo e limpeza,Reciclagem,Denúncia de reciclagem irregular,651
 ,Lixo e limpeza,Remoção de grandes objetos,Cata Bagulho - Reclamação de não retirada de material,6334
 ,Lixo e limpeza,Remoção de grandes objetos,Reclamação de não retirada de material,58561
 ,Lixo e limpeza,Remoção de grandes objetos,Remoção de grandes objetos em vias públicas,88
 ,Lixo e limpeza,Varrição e limpeza urbana,Denúncia de calçada particular suja/sem limpeza adequada,2879
 ,Lixo e limpeza,Varrição e limpeza urbana,Denúncia de falta de limpeza em imóveis particulares,5020
 ,Lixo e limpeza,Varrição e limpeza urbana,Denúncia de lavagem de calçada fora de horário,116
 ,Lixo e limpeza,Varrição e limpeza urbana,Lavagem especial de locais públicos,1
 ,Lixo e limpeza,Varrição e limpeza urbana,Limpeza da via pública após enchentes ou eventos,3969
 ,Lixo e limpeza,Varrição e limpeza urbana,Reclamação de falta de varrição,43911
 ,Lixo e limpeza,Varrição e limpeza urbana,Reclamação de não remoção dos sacos de varrição,1140
 ,Lixo e limpeza,Varrição e limpeza urbana,Varrição de vias - incluir programação,458
 ,Localizacao de tumulo,Localizacao de tumulo,Localizacao de tumulo,1
 ,Meio Ambiente,Licenciamento Ambiental,Consulta ao Cadastro de Antenas de Telefonia Celular,1
 ,Meio Ambiente,Ocupação Irregular,Denúncia de ocupação irregular de área verde localizada em área privada dentro do município,39
 ,Meio Ambiente,Parques,Denúncia sobre o mau uso do parque por usuários,322
 ,Meio Ambiente,Parques,Manutenção e limpeza de parques públicos municipais,646
 ,Meio Ambiente,Parques,Poda ou remoção de árvores ou vegetação em parques,379
 ,Meio Ambiente,Parques,Reclamação de má-conduta de funcionários de parques,1
 ,Meio Ambiente,Poluição do Ar,Denúncia de cheiro forte causando incômodo,774
 ,Meio Ambiente,Poluição do Ar,Denúncia de fumaça/ fuligem /material particulado,769
 ,Meio Ambiente,Rios e Córregos,Denúncia de despejo irregular de esgoto ou outros poluentes de águas dentro dos limites do município,644
 ,Meio Ambiente,Rios e Córregos,Denúncia de represamento ou aterramento de rio ou córrego,93
 ,Meio Ambiente,Sacolinhas Plásticas,Denúncia de distribuição de sacolas plásticas irregulares,190
 ,Meio Ambiente,Água Subterrânea/Curso d'Água,Denúncia de retirada e uso de água subterrânea sem autorização,120
 ,Meio Ambiente,Áreas Contaminadas,Pedido de esclarecimento sobre áreas contaminadas no município de São Paulo,6
 ,"Obras, imóveis e habitação","Elevador, escada rolante, esteira rolante, plataforma de elevação","Denúncia de condições inadequadas de equipamentos de transportes (elevadores, escadas rolantes, plataforma de elevação vertical)",220
 ,"Obras, imóveis e habitação",Fiscalização de obras,Denúncia de estande de venda irregular,9
 ,"Obras, imóveis e habitação",Fiscalização de obras,"Denúncia de janela ou abertura a menos de 1,50m do vizinho",366
 ,"Obras, imóveis e habitação",Fiscalização de obras,Denúncia de preparo de concreto na calçada ou rua,24
 ,"Obras, imóveis e habitação",Fiscalização de obras,Fiscalização de obra e reforma em imóvel particular,29710
 ,"Obras, imóveis e habitação",Fiscalização de obras,Fiscalização de obras na via,105
 ,"Obras, imóveis e habitação","Locais com lotação superior a 250 pessoas (cinemas, teatros, casas de shows)",Denúncia de irregularidade em locais com lotação superior a 250 pessoas,243
 ,"Obras, imóveis e habitação",Segurança de edificação,Denúncia de edificação não adaptada às normas de segurança,8392
 ,Ouvidoria Geral do Município,Ouvidoria Geral do Município,Denúncia,122
 ,Ouvidoria Geral do Município,Ouvidoria Geral do Município,Reclamação,371
 ,Ouvidoria Geral do Município,Ouvidoria Geral do Município,Solicitação,258
 ,Ouvidoria Geral do Município,Ouvidoria Geral do Município,Sugestão/Crítica,1
 ,Rua e bairro,Ambulantes,Fiscalização de ambulantes,4005
 ,Rua e bairro,"Calçadas, guias e postes","Denúncia de calçada particular irregular, danificada ou inexistente",17803
 ,Rua e bairro,"Calçadas, guias e postes","Denúncia de reparo mal executado de calçada por companhias de luz, água, telefone, internet",809
 ,Rua e bairro,"Calçadas, guias e postes",Manutenção de calçadas em áreas públicas e praças,26231
 ,Rua e bairro,"Calçadas, guias e postes","Manutenção de guias, sarjetas e sarjetões",267
 ,Rua e bairro,"Calçadas, guias e postes",Obstáculo dificultando acessibilidade,8435
 ,Rua e bairro,"Calçadas, guias e postes",Pintura de guias e postes,774
 ,Rua e bairro,"Calçadas, guias e postes",Reclamação de pintura de guias e postes mal feita,66
 ,Rua e bairro,"Calçadas, guias e postes",Reparo e manutenção de relógios de rua,2
 ,Rua e bairro,Capinação e roçada de áreas verdes,Roçada em praças e canteiro central,39901
 ,Rua e bairro,Córregos,Denúncia de lançamento de esgoto em córrego,2
 ,Rua e bairro,Córregos,Denúncia de lançamento de lixo/detritos em córrego,10
 ,Rua e bairro,Córregos,Limpeza de córrego,6195
 ,Rua e bairro,Córregos,Sugerir obras de drenagem em córregos,33
 ,Rua e bairro,Drenagem de água de chuva,"Construção de bueiros, boca de lobo e poços de visita",5339
 ,Rua e bairro,Drenagem de água de chuva,Denúncia de despejo de água de chuva,461
 ,Rua e bairro,Drenagem de água de chuva,"Limpeza de bueiros, boca de lobo e poços de visita",29888
 ,Rua e bairro,Drenagem de água de chuva,"Limpeza de valas, valetas e sarjetões",436
 ,Rua e bairro,Drenagem de água de chuva,Recuperar galerias de águas de chuvas (pluviais),3855
 ,Rua e bairro,Drenagem de água de chuva,"Reforma de bueiros, boca de lobo e poços de visita",9460
 ,Rua e bairro,Esgoto e água usada,Denunciar despejo irregular de água usada ou esgoto,9482
 ,Rua e bairro,Esgoto e água usada,Denúncia de despejo de água usada ou esgoto,86
 ,Rua e bairro,Esgoto e água usada,Denúncia de ligação irregular de esgoto,394
 ,Rua e bairro,Guias rebaixadas,Fiscalização de rebaixamento irregular de guia para acesso de veículos,15
 ,Rua e bairro,Guias rebaixadas,Rebaixamento de guias para pedestres,1614
 ,Rua e bairro,Iluminação pública,Elogio para Iluminação Pública (ILUME),6
 ,Rua e bairro,Iluminação pública,Reclamação sobre iluminação pública (ILUME),464
 ,Rua e bairro,Iluminação pública,Reparo da fiação elétrica,969
 ,Rua e bairro,Iluminação pública,Reparo de luminária,784
 ,Rua e bairro,Iluminação pública,Reparo de lâmpada,16282
 ,Rua e bairro,Iluminação pública,Reparo de poste de luz metálico,396
 ,Rua e bairro,Iluminação pública,Reparo de transformador/chave,163
 ,Rua e bairro,Numeração de imóveis,Acerto de numeração de imovel,774
 ,Rua e bairro,Poluição Sonora - PSIU,Reclamação de poluição sonora - PSIU,61677
 ,Rua e bairro,Praças,Manutenção de equipamentos de ginástica na praça,2498
 ,Rua e bairro,Praças,"Manutenção de mobiliário de praça (mesas, bancos, brinquedos etc)",37
 ,Rua e bairro,Praças,Reforma e revitalização de praças,2735
 ,Rua e bairro,"Reparos em asfalto, pontes e viadutos",Nivelamento de vias de terra,340
 ,Rua e bairro,"Reparos em asfalto, pontes e viadutos",Pavimentação de ruas não asfaltadas,5087
 ,Rua e bairro,"Reparos em asfalto, pontes e viadutos",Recapeamento,9144
 ,Rua e bairro,"Reparos em asfalto, pontes e viadutos",Reclamação de afundamento da pavimentação em vias públicas,6612
 ,Rua e bairro,"Reparos em asfalto, pontes e viadutos",Reclamação de má execução do serviço de recapeamento e pavimentação,559
 ,Rua e bairro,"Reparos em asfalto, pontes e viadutos",Reclamação de má execução do serviço de tapa-buraco,52
 ,Rua e bairro,"Reparos em asfalto, pontes e viadutos",Recolocação e ajuste de paralelepípedo,117
 ,Rua e bairro,"Reparos em asfalto, pontes e viadutos",Tapa-buraco,167837
 ,Rua e bairro,"Reparos em asfalto, pontes e viadutos",Tapa-buraco em faixa exclusiva ou corredor de ônibus,7
 ,Rua e bairro,"Ruas, vilas, vielas e escadarias",Denúncia de fechamento de ruas e vilas,241
 ,Rua e bairro,"Ruas, vilas, vielas e escadarias",Manutenção de vielas/escadarias,736
 ,Rua e bairro,Terrenos e imóveis,Construção de muro de arrimo/contenção,234
 ,Rua e bairro,Terrenos e imóveis,Denúncia de falta de limpeza de terrenos e imóveis particulares,2578
 ,Rua e bairro,Terrenos e imóveis,Denúncia de loteamento irregular ou clandestino,6971
 ,Rua e bairro,Terrenos e imóveis,Denúncia de terreno com muro danificado/inexistente,794
 ,Rua e bairro,Terrenos e imóveis,Recurso de multa muro/passeio/limpeza,542
 ,Rua e bairro,Áreas municipais,Invasão de áreas municipais,46
 ,Rua e bairro,Árvore,Avaliação e serviços em árvore em área particular,14
 ,Rua e bairro,Árvore,Avaliação e serviços em árvore em área pública,135659
 ,Rua e bairro,Árvore,Denúncia de falta de plantio de uma nova árvore após remoção,57
 ,Rua e bairro,Árvore,Denúncia de poda/remoção não autorizada,6193
 ,Rua e bairro,Árvore,Plantio de árvore em vias e áreas públicas,6844
 ,Rua e bairro,Árvore,Árvore ou galho caído,5
 ,SAC/GRC,Alistamento e Serviço Militar,Elogios,1
 ,SAC/GRC,Alistamento e Serviço Militar,Sugestões,4
 ,SAC/GRC,Atendimento - SF,Elogio,16
 ,SAC/GRC,Atendimento - SF,Sugestão,15
 ,SAC/GRC,BPC - Denúncia,Conduta - Cadastrador,6
 ,SAC/GRC,BPC - Denúncia,Conduta - Postos de Atendimento,11
 ,SAC/GRC,BPC - Denúncia,Denúncia de Recebimento Indevido,2
 ,SAC/GRC,CCM,Inscrição Online (pessoa física),18
 ,SAC/GRC,CCM,Que documentação adicional deve ser apresentada para a reativação de inscrição?,3
 ,SAC/GRC,Dengue (Mosquito Aedes aegypti),Outros: especificar o tipo de imóvel e o(s) local(is) que estão acumulando água parada,1
 ,SAC/GRC,"Elevador de Passageiro/Carga,Escada Rolante Etc",Infiltração d´água na casa de máquina/caixa/poço do elevador,21
 ,SAC/GRC,Funcionário,Medicamentos para servidor publico municipal,32
 ,SAC/GRC,Guarda Civil Metropolitana,Atendimento Emergencial,1
 ,SAC/GRC,IPTU,2ª Via,9
 ,SAC/GRC,IPTU,Atualização de Dados Cadastrais,244
 ,SAC/GRC,IPTU,Consulta a Débito,5
 ,SAC/GRC,IPTU,Devolução de Valores,24
 ,SAC/GRC,IPTU,Duplicidade,5
 ,SAC/GRC,IPTU,Isenção para Aposentados,17
 ,SAC/GRC,IPTU,Valor,10
 ,SAC/GRC,ISS,Onde posso pagar o ISS?,4
 ,SAC/GRC,ISS,Quem recebe documento de arrecadação de ISS pelos correios?,4
 ,SAC/GRC,Iluminacao - Fio faiscando,Fio faiscando,1023
 ,SAC/GRC,Lixo / Limpeza,Colocação de placa Proibido jogar lixo,1
 ,SAC/GRC,Lixo/Limpeza - Queixas/Denuncias,Lavar/Reparar veiculo em via publica,120
 ,SAC/GRC,NF Paulistana (Comunicação de não conversão  RPS),Comunicação de não conversão de RPS,1019
 ,SAC/GRC,PPI,Criação de Senha Web,3
 ,SAC/GRC,PROGRAMA NOTA FISCAL PAULISTANA - N.F. DE SERVIÇOS ELETRÔNICA - NFS-E,Cancelamento de Nota Fiscal,9
 ,SAC/GRC,PROGRAMA NOTA FISCAL PAULISTANA - N.F. DE SERVIÇOS ELETRÔNICA - NFS-E,Emissão de Nota Fiscal,71
 ,SAC/GRC,Processo Encerrado/Solicitação Vistas/Cópias,Imóveis com número de Processo,7
 ,SAC/GRC,Processo Encerrado/Solicitação Vistas/Cópias,Imóveis sem número de Processo antes de 1980,2
 ,SAC/GRC,Processo Encerrado/Solicitação Vistas/Cópias,Imóveis sem número de Processo depois  de 1980,4
 ,SAC/GRC,Transporte publico / Conduta de Trabalho,Apresentar sinais de embriaguez em serviço,391
 ,SAC/GRC,Transporte público,Outros,2
 ,SAC/GRC,Vistoria / Limpeza,Material de construção depositado por mais de 2 dias em vias públicas,122
 ,Saúde,Condições sanitárias inadequadas,Denúncias de condições sanitárias inadequadas ou de risco à saúde,58
 ,Saúde,Dengue/chikungunya/zika (mosquito aedes aegypti),Denúncias de locais com acúmulo de água limpa e parada,77731
 ,Saúde,Ouvidoria da saúde,Acolhimento das manifestações dos usuários do serviço público de saúde,1379
 ,Segurança urbana,Guarda Civil Metropolitana,Denúncias contra atuação de servidor da guarda civil metropolitana,35
 ,Segurança urbana,Guarda Civil Metropolitana,Guarda Civil Metropolitana - Crítica e reclamação,207
 ,Segurança urbana,Guarda Civil Metropolitana,Guarda Civil Metropolitana - Elogio,21
 ,Segurança urbana,Guarda Civil Metropolitana,Guarda Civil Metropolitana - Sugestão,105
 ,Segurança urbana,Guarda Civil Metropolitana,Solicitação de policiamento,1319
 ,Trabalho,Centro de Formação Cultural da Cidade Tiradentes,Centro de Formação Cultural da Cidade Tiradentes - Reclamação,1
 ,Trabalho,Empreenda Fácil,Empreenda Fácil - Suporte Técnico,5
 ,Trabalho,Escola Técnica de Saúde Pública Prof. Makiguti,Escola Técnica de Saúde Pública Prof. Makiguti - Reclamação,1
 ,Trabalho,Fab Lab,Fab Lab - Reclamação,1
 ,Trabalho,Mercados e sacolões,Reclamação de mercados e sacolões,1
 ,Trabalho,Programa Operação Trabalho - Hortas e Viveiros,Programa Operação Trabalho - Hortas e Viveiros - Reclamação,1
 ,Trabalho,Programa Operação Trabalho - Zeladores Comunitários,Reclamações,17
 ,Trabalho,Telecentros,Telecentro - Reclamação,1
 ,Trânsito e Transporte,ATENDE - Transporte Pessoas com Deficiência,Reclamação de conduta de motorista do ATENDE,181
 ,Trânsito e Transporte,ATENDE - Transporte Pessoas com Deficiência,Reclamação de descumprimento de horário do ATENDE,233
 ,Trânsito e Transporte,Bicicleta,"Avaliação da infraestrutura de ciclovias, ciclofaixas e ciclorrotas existentes",11
 ,Trânsito e Transporte,Bicicleta,Implantação de estacionamento de bicicletas na via (paraciclos públicos),2
 ,Trânsito e Transporte,Bicicleta,"Manutenção de pintura e sinalização de ciclovias, ciclofaixas e ciclorrotas",10
 ,Trânsito e Transporte,Bicicleta,"Proposta para implantação de ciclovias, ciclofaixas e ciclorrotas",12
 ,Trânsito e Transporte,Carga,Carga a frete - Denúncia de irregularidades,6
 ,Trânsito e Transporte,Estacionamento e Zona Azul,Análise da proibição de estacionamento na via,15089
 ,Trânsito e Transporte,Estacionamento e Zona Azul,Criação e ampliação de vagas reservadas em vias públicas,386
 ,Trânsito e Transporte,Estacionamento e Zona Azul,Criação/ampliação de estacionamento de veículos na via,5109
 ,Trânsito e Transporte,Estacionamento e Zona Azul,Denúncia de irregularidade na venda de talão de zona azul por posto credenciados,64
 ,Trânsito e Transporte,Estacionamento e Zona Azul,Denúncia de reserva irregular de vaga,969
 ,Trânsito e Transporte,Estacionamento e Zona Azul,Desativação/modificação de vaga de estacionamento de veículos na via,2774
 ,Trânsito e Transporte,Estacionamento e Zona Azul,Fiscalização da ausência de vagas reservadas em estabelecimento comercial,232
 ,Trânsito e Transporte,Estacionamento e Zona Azul,Fiscalização de estacionamentos particulares,9
 ,Trânsito e Transporte,Estacionamento e Zona Azul,Fiscalização de uso de vagas reservadas em vias públicas,159
 ,Trânsito e Transporte,Estacionamento e Zona Azul,Fiscalização de valet,98
 ,Trânsito e Transporte,Estacionamento e Zona Azul,Intensificar fiscalização de veículos estacionados/parados irregularmente,15874
 ,Trânsito e Transporte,Eventos,Reclamação de eventos na via,32
 ,Trânsito e Transporte,Faixas exclusivas e corredores de ônibus,Estudo em faixas e corredores de ônibus existentes,9
 ,Trânsito e Transporte,Faixas exclusivas e corredores de ônibus,Estudo para implantação de faixas e corredores de ônibus,3
 ,Trânsito e Transporte,Inspeção Veicular,Pedido de número de certificado de aprovação em inspeção veicular.,1
 ,Trânsito e Transporte,Moto,Reclamação da conservação e manutenção da moto,1
 ,Trânsito e Transporte,Multas de trânsito,Intensificar fiscalização de veículos em movimento,2915
 ,Trânsito e Transporte,Obras na via,Autorização para obras/ serviços na via,163
 ,Trânsito e Transporte,Reclamação ônibus,Denúncia de veículo clandestino ou não credenciado,43
 ,Trânsito e Transporte,Reclamação ônibus,Dificuldade de contato telefônico com a SPTrans,905
 ,Trânsito e Transporte,Reclamação ônibus,Reclamação de descumprimento de horário de veículos adaptados,282
 ,Trânsito e Transporte,Reclamação ônibus,Reclamação de falta de comunicado nos ônibus,58
 ,Trânsito e Transporte,Reclamação ônibus,Reclamação de falta de limpeza de terminais de ônibus,146
 ,Trânsito e Transporte,Reclamação ônibus,Reclamação de filas e tumulto em terminais de ônibus,460
 ,Trânsito e Transporte,Reclamação ônibus,Reclamação de problemas no olho vivo,1224
 ,Trânsito e Transporte,Reclamação ônibus,Reclamação de sinalização inadequada de terminais de ônibus,58
 ,Trânsito e Transporte,Reclamação ônibus,Ônibus - Denúncia de alteração de itinerário ou ponto inicial/final,2414
 ,Trânsito e Transporte,Reclamação ônibus,"Ônibus - Denúncia de conduta do motorista, cobrador ou fiscal",26221
 ,Trânsito e Transporte,Reclamação ônibus,Ônibus - Denúncia de direção inadequada ou perigosa de veículo,12175
 ,Trânsito e Transporte,Reclamação ônibus,Ônibus - Denúncia de problemas no embarque/desembarque,33745
 ,Trânsito e Transporte,Reclamação ônibus,Ônibus - Reclamação de demora na partida,477
 ,Trânsito e Transporte,Reclamação ônibus,Ônibus - Reclamação de descumprimento de partida no ponto inicial/final,6210
 ,Trânsito e Transporte,Reclamação ônibus,Ônibus - Reclamação de intervalo excessivo da linha,23954
 ,Trânsito e Transporte,Reclamação ônibus,Ônibus - Reclamação de veículo com superlotação,1606
